data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2024-10-16";"2355";"86";"2441";"217630";"220071";"80";"1755";"26509811";"197931";"26927813";"283626833";"70471434";"12";"9964685";"16963128";"103193327";"180433506";"15";"5";"20";"60";"80";"-189";"1755";"1668";"7";"1755";"15517";"402";"1353";"1609";"13908";"1860"
"2024-10-17";"2407";"83";"2490";"217832";"220322";"251";"1572";"26511106";"197957";"26929385";"283642648";"70473547";"8";"9964860";"16964525";"103194650";"180447998";"52";"-3";"49";"202";"251";"171";"1572";"1295";"26";"1572";"15815";"175";"1397";"1323";"14492";"2113"
"2024-10-18";"2394";"84";"2478";"218390";"220868";"546";"1470";"26512016";"197971";"26930855";"283655494";"70475095";"8";"9965146";"16965709";"103195754";"180459740";"-13";"1";"-12";"558";"546";"295";"1470";"910";"14";"1470";"12846";"286";"1184";"1104";"11742";"1548"
"2024-10-19";"2349";"83";"2432";"219048";"221480";"612";"1327";"26512717";"197985";"26932182";"283666555";"70476544";"7";"9965398";"16966784";"103197082";"180469473";"-45";"-1";"-46";"658";"612";"66";"1327";"701";"14";"1327";"11061";"252";"1075";"1328";"9733";"1449"
"2024-10-20";"2339";"82";"2421";"219216";"221637";"157";"742";"26513283";"198004";"26932924";"283675409";"70477646";"3";"9965486";"16967438";"103197829";"180477580";"-10";"-1";"-11";"168";"157";"-455";"742";"566";"19";"742";"8854";"88";"654";"747";"8107";"1102"
"2024-10-21";"2341";"83";"2424";"219030";"221454";"-183";"428";"26513888";"198010";"26933352";"283682518";"70478712";"7";"9965563";"16967789";"103198455";"180484063";"2";"1";"3";"-186";"-183";"-340";"428";"605";"6";"428";"7109";"77";"351";"626";"6483";"1066"
"2024-10-22";"2303";"79";"2382";"219005";"221387";"-67";"1843";"26515774";"198036";"26935197";"283702025";"70481135";"10";"9965916";"16969281";"103200313";"180501712";"-38";"-4";"-42";"-25";"-67";"116";"1843";"1886";"26";"1843";"19507";"353";"1492";"1858";"17649";"2423"
"2024-10-23";"2274";"76";"2350";"219525";"221875";"488";"1278";"26516553";"198047";"26936475";"283716625";"70483146";"5";"9966148";"16970327";"103201735";"180514890";"-29";"-3";"-32";"520";"488";"555";"1278";"779";"11";"1278";"14600";"232";"1046";"1422";"13178";"2011"
"2024-10-24";"2242";"74";"2316";"219467";"221783";"-92";"1130";"26517756";"198066";"26937605";"283730867";"70484919";"5";"9966383";"16971222";"103202891";"180527976";"-32";"-2";"-34";"-58";"-92";"-580";"1130";"1203";"19";"1130";"14242";"235";"895";"1156";"13086";"1773"
"2024-10-25";"2184";"67";"2251";"219851";"222102";"319";"923";"26518350";"198076";"26938528";"283742580";"70486489";"4";"9966535";"16971993";"103204016";"180538564";"-58";"-7";"-65";"384";"319";"411";"923";"594";"10";"923";"11713";"152";"771";"1125";"10588";"1570"
"2024-10-26";"2115";"68";"2183";"220055";"222238";"136";"883";"26519071";"198102";"26939411";"283752740";"70487807";"5";"9966730";"16972681";"103205149";"180547591";"-69";"1";"-68";"204";"136";"-183";"883";"721";"26";"883";"10160";"195";"688";"1133";"9027";"1318"
"2024-10-27";"2097";"70";"2167";"219865";"222032";"-206";"564";"26519826";"198117";"26939975";"283761003";"70488891";"4";"9966834";"16973141";"103205959";"180555044";"-18";"2";"-16";"-190";"-206";"-342";"564";"755";"15";"564";"8263";"104";"460";"810";"7453";"1084"
"2024-10-28";"2057";"71";"2128";"219723";"221851";"-181";"316";"26520315";"198125";"26940291";"283766818";"70489781";"4";"9966914";"16973377";"103206606";"180560212";"-40";"1";"-39";"-142";"-181";"25";"316";"489";"8";"316";"5815";"80";"236";"647";"5168";"890"
"2024-10-29";"2054";"71";"2125";"219847";"221972";"121";"1187";"26521368";"198138";"26941478";"283783293";"70491826";"9";"9967151";"16974327";"103208081";"180575212";"-3";"0";"-3";"124";"121";"302";"1187";"1053";"13";"1187";"16475";"237";"950";"1475";"15000";"2045"
"2024-10-30";"1985";"67";"2052";"219509";"221561";"-411";"796";"26522558";"198155";"26942274";"283796224";"70493617";"4";"9967314";"16974960";"103209738";"180586486";"-69";"-4";"-73";"-338";"-411";"-532";"796";"1190";"17";"796";"12931";"163";"633";"1657";"11274";"1791"
"2024-10-31";"1934";"66";"2000";"219502";"221502";"-59";"753";"26523343";"198181";"26943026";"283807063";"70495068";"7";"9967456";"16975570";"103210795";"180596268";"-51";"-1";"-52";"-7";"-59";"352";"753";"785";"26";"753";"10839";"142";"610";"1057";"9782";"1451"
"2024-11-01";"1878";"65";"1943";"219516";"221459";"-43";"864";"26524237";"198194";"26943890";"283815462";"70496238";"2";"9967965";"16975925";"103211765";"180603697";"-56";"-1";"-57";"14";"-43";"16";"864";"894";"13";"864";"8399";"509";"355";"970";"7429";"1170"
"2024-11-02";"1835";"65";"1900";"219161";"221061";"-398";"220";"26524846";"198203";"26944110";"283819735";"70496912";"4";"9968026";"16976084";"103212413";"180607322";"-43";"0";"-43";"-355";"-398";"-355";"220";"609";"9";"220";"4273";"61";"159";"648";"3625";"674"
"2024-11-03";"1821";"65";"1886";"219339";"221225";"164";"422";"26525094";"198213";"26944532";"283827924";"70497977";"1";"9968118";"16976414";"103213295";"180614629";"-14";"0";"-14";"178";"164";"562";"422";"248";"10";"422";"8189";"92";"330";"882";"7307";"1065"
"2024-11-04";"1805";"68";"1873";"218962";"220835";"-390";"225";"26525706";"198216";"26944757";"283833533";"70498918";"4";"9968163";"16976594";"103213846";"180619687";"-16";"3";"-13";"-377";"-390";"-554";"225";"612";"3";"225";"5609";"45";"180";"551";"5058";"941"
"2024-11-05";"1709";"70";"1779";"218819";"220598";"-237";"885";"26526806";"198238";"26945642";"256465023";"70500754";"7";"9968431";"16977211";"103215474";"153249549";"-96";"2";"-94";"-143";"-237";"153";"885";"1100";"22";"885";"-27368510";"268";"617";"1628";"-27370138";"1836"
"2024-11-06";"1644";"74";"1718";"218562";"220280";"-318";"542";"26527653";"198251";"26946184";"283861909";"70502369";"7";"9968547";"16977637";"103216694";"180645215";"-65";"4";"-61";"-257";"-318";"-81";"542";"847";"13";"542";"27396886";"116";"426";"1220";"27395666";"1615"
"2024-11-07";"1583";"68";"1651";"218546";"220197";"-83";"480";"26528197";"198269";"26946663";"283873533";"70504132";"5";"9968653";"16978010";"103217948";"180655585";"-61";"-6";"-67";"-16";"-83";"235";"480";"544";"18";"480";"11624";"106";"373";"1254";"10370";"1763"
"2024-11-08";"1548";"72";"1620";"218661";"220281";"84";"458";"26528555";"198284";"26947120";"283883696";"70505563";"9";"9968759";"16978361";"103219191";"180664505";"-35";"4";"-31";"115";"84";"167";"458";"358";"15";"458";"10163";"106";"351";"1243";"8920";"1431"
"2024-11-09";"1516";"67";"1583";"218504";"220087";"-194";"370";"26529105";"198298";"26947490";"283891880";"70506826";"1";"9968852";"16978638";"103220311";"180671569";"-32";"-5";"-37";"-157";"-194";"-278";"370";"550";"14";"370";"8184";"93";"277";"1120";"7064";"1263"
"2024-11-10";"1484";"65";"1549";"218204";"219753";"-334";"254";"26529684";"198307";"26947744";"283899068";"70508044";"1";"9968912";"16978832";"103221101";"180677967";"-32";"-2";"-34";"-300";"-334";"-140";"254";"579";"9";"254";"7188";"60";"194";"790";"6398";"1218"
"2024-11-11";"1465";"64";"1529";"217788";"219317";"-436";"133";"26530247";"198313";"26947877";"283904089";"70508840";"3";"9968956";"16978921";"103221737";"180682352";"-19";"-1";"-20";"-416";"-436";"-102";"133";"563";"6";"133";"5021";"44";"89";"636";"4385";"796"
"2024-11-12";"1437";"61";"1498";"216789";"218287";"-1030";"543";"26531811";"198322";"26948420";"283917187";"70510602";"1";"9969099";"16979321";"103223073";"180694114";"-28";"-3";"-31";"-999";"-1030";"-594";"543";"1564";"9";"543";"13098";"143";"400";"1336";"11762";"1762"
"2024-11-13";"1401";"62";"1463";"216708";"218171";"-116";"393";"26532305";"198337";"26948813";"283928198";"70512066";"3";"9969167";"16979646";"103224165";"180704033";"-36";"1";"-35";"-81";"-116";"914";"393";"494";"15";"393";"11011";"68";"325";"1092";"9919";"1464"
"2024-11-14";"1461";"66";"1527";"216873";"218400";"229";"562";"26532631";"198343";"26949374";"283939146";"70513617";"11";"9969281";"16980093";"103225211";"180713935";"60";"4";"64";"165";"229";"345";"562";"326";"6";"562";"10948";"114";"447";"1046";"9902";"1551"
"2024-11-15";"1429";"62";"1491";"216592";"218083";"-317";"327";"26533261";"198356";"26949700";"283947847";"70514877";"2";"9969377";"16980323";"103226162";"180721685";"-32";"-4";"-36";"-281";"-317";"-546";"327";"630";"13";"327";"8701";"96";"230";"951";"7750";"1260"
"2024-11-16";"1421";"57";"1478";"216412";"217890";"-193";"386";"26533827";"198369";"26950086";"283955240";"70515951";"0";"9969490";"16980596";"103227195";"180728045";"-8";"-5";"-13";"-180";"-193";"124";"386";"566";"13";"386";"7393";"113";"273";"1033";"6360";"1074"
"2024-11-17";"1407";"58";"1465";"216119";"217584";"-306";"220";"26534350";"198372";"26950306";"283961997";"70516980";"3";"9969547";"16980759";"103227843";"180734154";"-14";"1";"-13";"-293";"-306";"-113";"220";"523";"3";"220";"6757";"57";"163";"648";"6109";"1029"
"2024-11-18";"1440";"60";"1500";"215975";"217475";"-109";"133";"26534583";"198381";"26950439";"283966251";"70517677";"3";"9969580";"16980859";"103228323";"180737928";"33";"2";"35";"-144";"-109";"197";"133";"233";"9";"133";"4254";"33";"100";"480";"3774";"697"
"2024-11-19";"1406";"62";"1468";"215589";"217057";"-418";"508";"26535501";"198388";"26950946";"283979098";"70519443";"5";"9969695";"16981251";"103229635";"180749463";"-34";"2";"-32";"-386";"-418";"-309";"508";"918";"7";"508";"12847";"115";"392";"1312";"11535";"1766"
"2024-11-20";"1391";"62";"1453";"215671";"217124";"67";"425";"26535849";"198398";"26951371";"283989211";"70520895";"4";"9969830";"16981541";"103230833";"180758378";"-15";"0";"-15";"82";"67";"485";"425";"348";"10";"425";"10113";"135";"290";"1198";"8915";"1452"
"2024-11-21";"1399";"55";"1454";"215616";"217070";"-54";"353";"26536246";"198408";"26951724";"283999722";"70522377";"4";"9969914";"16981810";"103231871";"180767851";"8";"-7";"1";"-55";"-54";"-121";"353";"397";"10";"353";"10511";"84";"269";"1038";"9473";"1482"
"2024-11-22";"1381";"50";"1431";"215752";"217183";"113";"319";"26536447";"198413";"26952043";"284008132";"70523573";"3";"9969996";"16982047";"103232822";"180775310";"-18";"-5";"-23";"136";"113";"167";"319";"201";"5";"319";"8410";"82";"237";"951";"7459";"1196"
"2024-11-23";"1369";"54";"1423";"215727";"217150";"-33";"316";"26536788";"198421";"26952359";"284015186";"70524765";"8";"9970085";"16982274";"103233907";"180781279";"-12";"4";"-8";"-25";"-33";"-146";"316";"341";"8";"316";"7054";"89";"227";"1085";"5969";"1192"
"2024-11-24";"1352";"55";"1407";"215778";"217185";"35";"235";"26536985";"198424";"26952594";"284021452";"70522615";"2";"9970163";"16982431";"103234544";"180786908";"-17";"1";"-16";"51";"35";"68";"235";"197";"3";"235";"6266";"78";"157";"637";"5629";"-2150"
"2024-11-25";"1359";"53";"1412";"215563";"216975";"-210";"115";"26537303";"198431";"26952709";"284025556";"70526244";"1";"9970198";"16982511";"103235022";"180790534";"7";"-2";"5";"-215";"-210";"-245";"115";"318";"7";"115";"4104";"35";"80";"478";"3626";"3629"
"2024-11-26";"1360";"54";"1414";"215565";"216979";"4";"471";"26537761";"198440";"26953180";"284037873";"70527918";"3";"9970337";"16982843";"103236276";"180801597";"1";"1";"2";"2";"4";"214";"471";"458";"9";"471";"12317";"139";"332";"1254";"11063";"1674"
"2024-11-27";"1357";"58";"1415";"215338";"216753";"-226";"313";"26538295";"198445";"26953493";"284047679";"70529327";"10";"9970453";"16983040";"103237402";"180810277";"-3";"4";"1";"-227";"-226";"-230";"313";"534";"5";"313";"9806";"116";"197";"1126";"8680";"1409"
"2024-11-28";"1342";"57";"1399";"215196";"216595";"-158";"332";"26538778";"198452";"26953825";"284057359";"70530754";"5";"9970517";"16983308";"103240071";"180817288";"-15";"-1";"-16";"-142";"-158";"68";"332";"483";"7";"332";"9680";"64";"268";"2669";"7011";"1427"
"2024-11-29";"1339";"55";"1394";"215304";"216698";"103";"361";"26539028";"198460";"26954186";"284065688";"70532121";"3";"9970593";"16983593";"103241065";"180824623";"-3";"-2";"-5";"108";"103";"261";"361";"250";"8";"361";"8329";"76";"285";"994";"7335";"1367"
"2024-11-30";"1345";"56";"1401";"215475";"216876";"178";"406";"26539248";"198468";"26954592";"284072082";"70533127";"4";"9970667";"16983925";"103241914";"180830168";"6";"1";"7";"171";"178";"75";"406";"220";"8";"406";"6394";"74";"332";"849";"5545";"1006"
"2024-12-01";"1344";"55";"1399";"215536";"216935";"59";"210";"26539392";"198475";"26954802";"284078339";"70533925";"1";"9970703";"16984099";"103242583";"180835756";"-1";"-1";"-2";"61";"59";"-119";"210";"144";"7";"210";"6257";"36";"174";"669";"5588";"798"
"2024-12-02";"1328";"55";"1383";"215415";"216798";"-137";"133";"26539659";"198478";"26954935";"284082848";"70534745";"4";"9970732";"16984203";"103243211";"180839637";"-16";"0";"-16";"-121";"-137";"-196";"133";"267";"3";"133";"4509";"29";"104";"628";"3881";"820"
"2024-12-03";"1313";"56";"1369";"215278";"216647";"-151";"402";"26540205";"198485";"26955337";"284094827";"70536438";"5";"9970818";"16984519";"103244645";"180850182";"-15";"1";"-14";"-137";"-151";"-14";"402";"546";"7";"402";"11979";"86";"316";"1434";"10545";"1693"
"2024-12-04";"1292";"54";"1346";"215416";"216762";"115";"596";"26540680";"198491";"26955933";"284104079";"70537767";"5";"9970930";"16985003";"103245649";"180858430";"-21";"-2";"-23";"138";"115";"266";"596";"475";"6";"596";"9252";"112";"484";"1004";"8248";"1329"
"2024-12-05";"1307";"51";"1358";"215451";"216809";"47";"298";"26540916";"198506";"26956231";"284114087";"70539227";"1";"9970978";"16985253";"103246636";"180867451";"15";"-3";"12";"35";"47";"-68";"298";"236";"15";"298";"10008";"48";"250";"987";"9021";"1460"
"2024-12-06";"1277";"55";"1332";"215487";"216819";"10";"300";"26541201";"198511";"26956531";"284133207";"70540714";"8";"9971063";"16985468";"103247774";"180885433";"-30";"4";"-26";"36";"10";"-37";"300";"285";"5";"300";"19120";"85";"215";"1138";"17982";"1487"
"2024-12-07";"1272";"52";"1324";"215510";"216834";"15";"288";"26541467";"198518";"26956819";"284140078";"70541927";"1";"9971127";"16985692";"103248870";"180891208";"-5";"-3";"-8";"23";"15";"5";"288";"266";"7";"288";"6871";"64";"224";"1096";"5775";"1213"
"2024-12-08";"1258";"54";"1312";"215577";"216889";"55";"188";"26541592";"198526";"26957007";"284146087";"70542811";"5";"9971175";"16985832";"103249559";"180896528";"-14";"2";"-12";"67";"55";"40";"188";"125";"8";"188";"6009";"48";"140";"689";"5320";"884"
"2024-12-09";"1291";"56";"1347";"215452";"216799";"-90";"123";"26541802";"198529";"26957130";"284150856";"70543640";"4";"9971206";"16985924";"103250109";"180900747";"33";"2";"35";"-125";"-90";"-145";"123";"210";"3";"123";"4769";"31";"92";"550";"4219";"829"
"2024-12-10";"1343";"60";"1403";"215284";"216687";"-112";"492";"26542401";"198534";"26957622";"284161425";"70545135";"7";"9971389";"16986233";"103251342";"180910083";"52";"4";"56";"-168";"-112";"-22";"492";"599";"5";"492";"10569";"183";"309";"1233";"9336";"1495"
"2024-12-11";"1345";"60";"1405";"215326";"216731";"44";"326";"26542682";"198535";"26957948";"284171668";"70546602";"2";"9971501";"16986447";"103252501";"180919167";"2";"0";"2";"42";"44";"156";"326";"281";"1";"326";"10243";"112";"214";"1159";"9084";"1467"
"2024-12-12";"1344";"60";"1404";"215428";"216832";"101";"319";"26542894";"198540";"26958266";"284180758";"70547878";"4";"9971566";"16986700";"103253452";"180927306";"-1";"0";"-1";"102";"101";"57";"319";"212";"5";"319";"9090";"65";"253";"951";"8139";"1276"
"2024-12-13";"1345";"59";"1404";"215500";"216904";"72";"250";"26543061";"198551";"26958516";"284188576";"70549221";"5";"9971618";"16986898";"103254485";"180934091";"1";"-1";"0";"72";"72";"-29";"250";"167";"11";"250";"7818";"52";"198";"1033";"6785";"1343"
"2024-12-14";"1344";"57";"1401";"215591";"216992";"88";"255";"26543225";"198554";"26958771";"284195508";"70550502";"5";"9971697";"16987074";"103255571";"180939937";"-1";"-2";"-3";"91";"88";"16";"255";"164";"3";"255";"6932";"79";"176";"1086";"5846";"1281"
"2024-12-15";"1355";"60";"1415";"215640";"217055";"63";"160";"26543313";"198563";"26958931";"284201348";"70551394";"3";"9971732";"16987199";"103256259";"180945089";"11";"3";"14";"49";"63";"-25";"160";"88";"9";"160";"5840";"35";"125";"688";"5152";"892"
